MS Zoning,Land Contour,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Foundation,Heating,Central Air,Electrical,Kitchen Qual,Functional,Garage Type,Garage Finish,Paved Drive,Sale Type
FV,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Bnk,Corner,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
FV,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Detchd,RFn,Y,WD 
FV,Lvl,FR2,Somerst,Norm,Norm,TwnhsE,2Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,Gilbert,RRAn,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,BuiltIn,Fin,Y,WD 
RL,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,HLS,Inside,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,TA,Typ,BuiltIn,Fin,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,COD
RL,Lvl,Corner,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,Gd,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,HLS,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,SBrkr,TA,Min2,Detchd,Unf,Y,WD 
RL,Bnk,Inside,Sawyer,PosA,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,FR2,NAmes,Norm,Norm,Duplex,2Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,New
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Corner,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,New
RM,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,BrkTil,GasA,Y,SBrkr,Gd,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,FuseF,TA,Typ,Detchd,Unf,Y,WD 
RM,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,TA,Min1,Detchd,Unf,Y,WD 
RL,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,TA,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,SFoyer,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
FV,Lvl,FR2,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RM,Lvl,Inside,OldTown,Artery,Norm,2fmCon,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RL,Bnk,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,SBrkr,Gd,Typ,Detchd,Unf,N,WD 
RL,Bnk,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RM,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,Plywood,Stone,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Fin,P,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Ex,Typ,BuiltIn,Fin,Y,New
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,Stucco,Stucco,None,BrkTil,GasA,Y,SBrkr,Gd,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Shng,None,BrkTil,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,HLS,Corner,StoneBr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Ex,Typ,BuiltIn,Fin,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,Stone,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,SWISU,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Shng,None,BrkTil,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,P,WD 
RL,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,WdShing,Plywood,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,N,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,FuseA,TA,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,Sawyer,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,Edwards,Artery,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,P,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,Sawyer,RRAe,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Corner,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,FuseA,TA,Min1,Attchd,RFn,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,Greens,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,BuiltIn,Unf,Y,WD 
RL,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RM,Lvl,Inside,OldTown,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,N,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,New
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,New
RM,Lvl,FR3,IDOTRR,Norm,Norm,1Fam,2Story,Gable,CompShg,AsbShng,Plywood,None,BrkTil,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,N,WD 
RL,Lvl,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RM,Bnk,Inside,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,SBrkr,TA,Typ,Detchd,RFn,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,NPkVill,Norm,Norm,Twnhs,1Story,Gable,CompShg,Plywood,Brk Cmn,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,Hip,CompShg,Stucco,Plywood,None,PConc,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,Ex,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
FV,Lvl,Corner,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,TA,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,COD
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Fin,Y,WD 
FV,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,New
RL,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RM,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Y,SBrkr,TA,Maj1,Attchd,Fin,Y,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RM,Lvl,Corner,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,FuseA,TA,Typ,Attchd,Unf,N,WD 
RL,Lvl,Inside,NWAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,HLS,Inside,StoneBr,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,New
FV,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Detchd,Unf,Y,WD 
FV,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Min2,BuiltIn,RFn,Y,WD 
FV,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RM,Lvl,Inside,OldTown,Artery,PosA,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,SBrkr,Gd,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,CulDSac,Sawyer,RRNe,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,BrkCmn,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Fin,Y,WD 
RM,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Shng,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,TA,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,FuseA,TA,Typ,Attchd,RFn,Y,COD
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,New
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
FV,Lvl,Corner,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,CBlock,GasA,Y,SBrkr,Gd,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,TA,Typ,BuiltIn,Fin,Y,WD 
RL,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,RFn,Y,WD 
RM,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,Mix,TA,Maj2,Detchd,Unf,N,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,New
RL,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,SawyerW,Norm,Norm,Duplex,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Unf,Y,WD 
RL,HLS,CulDSac,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,BuiltIn,Fin,Y,New
RL,Lvl,Corner,NAmes,Norm,Norm,1Fam,SLvl,Gable,Tar&Grv,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Basment,RFn,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Plywood,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RM,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,None,PConc,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,TA,Typ,BuiltIn,Fin,Y,WD 
RM,Lvl,Inside,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,FuseA,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,P,COD
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,New
RL,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,New
RL,HLS,Corner,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,Plywood,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RM,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,Fa,Typ,Detchd,Unf,N,WD 
RM,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,FuseA,Fa,Typ,Detchd,Unf,Y,WD 
C (all),Bnk,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,N,FuseA,Fa,Typ,Basment,Unf,N,WD 
RM,Lvl,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,BrkTil,GasA,Y,SBrkr,Gd,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Corner,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Unf,Y,WD 
RM,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Y,SBrkr,TA,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Bnk,Corner,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Low,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
FV,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,New
RL,Lvl,CulDSac,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Fin,Y,WD 
