MS SubClass,Lot Frontage,Lot Area,Street,Lot Shape,Land Slope,Overall Qual,Overall Cond,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,2nd Flr SF,Low Qual Fin SF,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Area,Garage Qual,Garage Cond,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,SalePrice,EQ_EC,BQ_BC
120,45.0,4379,1,3,3,8,5,2004,0.0,4,3,4,3,3,6,851.0,1,0.0,527.0,1378.0,5,0,0,1.0,0.0,2,0,2,1,6,1,2004.0,540.0,3,3,160,56,0,0,0,0,0,7,2007,214000,12,12
190,65.0,7800,1,4,3,5,7,1950,0.0,3,3,4,3,2,3,507.0,1,0.0,286.0,793.0,3,325,0,1.0,0.0,1,0,3,1,5,1,1939.0,410.0,3,3,0,0,0,0,271,0,0,5,2006,119900,9,12
20,70.0,7000,1,4,3,5,7,2002,45.0,3,3,3,3,1,3,588.0,1,0.0,422.0,1010.0,5,0,0,0.0,0.0,1,0,2,1,6,0,1960.0,254.0,3,3,0,16,0,0,0,0,0,4,2007,135000,9,9
50,64.0,13053,1,4,3,6,7,2000,0.0,3,3,3,3,1,1,0.0,1,0.0,833.0,833.0,4,795,0,0.0,0.0,1,1,4,1,8,1,1922.0,370.0,3,3,0,0,0,0,220,0,0,6,2008,207000,9,9
50,60.0,8400,1,4,3,6,5,1950,0.0,3,3,3,3,1,3,423.0,1,0.0,758.0,1181.0,2,304,0,0.0,0.0,2,0,4,1,7,1,1925.0,576.0,3,3,342,0,128,0,0,0,0,6,2008,136500,9,9
20,50.0,6000,1,4,3,4,7,2000,0.0,3,3,3,3,1,1,0.0,1,0.0,901.0,901.0,5,0,0,0.0,0.0,1,0,2,1,4,0,1954.0,281.0,2,3,0,0,0,0,0,0,0,8,2008,107900,9,9
20,141.0,31770,1,3,3,6,5,1960,112.0,3,3,3,4,4,4,639.0,1,0.0,441.0,1080.0,2,0,0,1.0,0.0,1,0,3,1,7,2,1960.0,528.0,3,3,210,62,0,0,0,0,0,5,2010,215000,9,12
60,96.0,12474,1,4,3,10,5,2008,272.0,5,3,5,3,3,6,1280.0,1,0.0,402.0,1682.0,5,590,0,1.0,0.0,2,1,3,1,9,1,2008.0,846.0,3,3,196,134,0,0,0,0,0,8,2008,426000,15,15
20,80.0,9600,1,4,3,5,7,2007,0.0,4,3,3,3,1,5,607.0,1,0.0,506.0,1113.0,4,0,0,0.0,0.0,1,0,3,1,5,1,1950.0,264.0,3,3,0,80,120,0,0,0,0,7,2009,147000,12,9
30,64.0,8574,1,4,3,6,8,2000,0.0,4,3,3,3,1,1,0.0,1,0.0,816.0,816.0,5,0,0,0.0,0.0,1,0,3,1,6,1,1916.0,440.0,3,3,0,0,180,0,0,0,0,10,2009,147500,12,9
20,104.0,14418,1,3,3,9,5,2007,480.0,5,3,5,3,4,6,1375.0,1,0.0,575.0,1950.0,5,0,0,1.0,0.0,2,0,2,1,7,1,2007.0,706.0,3,3,156,207,0,0,0,0,0,5,2008,383000,15,15
20,80.0,10400,1,4,3,7,5,1988,102.0,3,3,4,3,3,6,929.0,1,0.0,916.0,1845.0,4,0,0,0.0,1.0,2,0,3,1,6,1,1988.0,604.0,3,3,197,39,0,0,0,0,0,6,2006,241500,9,12
50,63.0,15564,1,4,3,6,6,1995,0.0,3,3,4,3,1,1,0.0,1,0.0,676.0,676.0,5,588,0,0.0,0.0,1,0,3,1,6,0,1994.0,400.0,3,3,424,0,0,0,0,0,400,1,2008,147500,9,12
60,101.0,13543,1,3,3,8,5,2005,130.0,4,3,5,3,4,6,16.0,1,0.0,1152.0,1168.0,5,1332,0,0.0,0.0,3,1,5,1,9,1,2005.0,683.0,3,3,192,32,0,0,0,0,0,7,2008,355000,12,15
20,80.0,9600,1,4,3,6,5,1953,238.0,3,3,3,3,1,6,1285.0,1,0.0,131.0,1416.0,3,0,0,1.0,0.0,1,0,3,1,7,2,1953.0,418.0,3,3,110,0,0,0,0,0,0,10,2009,167000,9,9
60,65.0,8158,1,4,3,7,5,2002,214.0,4,3,4,3,1,1,0.0,1,0.0,860.0,860.0,5,869,0,0.0,0.0,2,1,3,1,7,0,2002.0,542.0,3,3,386,63,0,0,0,0,0,8,2007,200000,12,12
30,50.0,5220,1,3,3,5,3,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,830.0,830.0,4,0,0,0.0,0.0,1,0,2,1,4,0,1936.0,180.0,3,3,0,108,0,0,0,0,0,1,2006,80000,9,9
20,60.0,8172,1,4,3,5,7,1990,0.0,3,3,3,3,1,3,167.0,1,0.0,697.0,864.0,3,0,0,1.0,0.0,1,0,2,1,5,0,1957.0,572.0,3,3,0,0,0,0,0,0,0,4,2006,115000,9,9
20,72.0,9000,1,4,3,6,5,1956,74.0,3,3,4,3,1,2,616.0,1,0.0,580.0,1196.0,4,0,0,1.0,0.0,1,0,2,1,6,1,1956.0,297.0,3,3,0,44,0,0,0,0,0,5,2008,139000,9,12
60,74.0,7844,1,4,3,6,7,1978,203.0,3,3,3,3,1,5,209.0,1,0.0,463.0,672.0,3,728,0,0.0,0.0,1,1,3,1,6,1,1978.0,440.0,3,3,0,0,0,0,0,0,0,3,2006,149500,9,9
70,60.0,9084,1,4,3,4,5,1950,0.0,3,3,3,3,2,1,0.0,1,0.0,755.0,755.0,3,755,0,1.0,0.0,1,0,4,1,7,1,1940.0,296.0,2,1,120,0,0,0,0,0,0,10,2009,108000,9,9
20,74.0,8556,1,4,3,7,5,2006,0.0,4,3,4,3,3,1,0.0,1,0.0,1240.0,1240.0,5,0,0,0.0,0.0,2,0,2,1,5,0,2006.0,826.0,3,3,140,93,0,0,0,0,0,5,2007,194000,12,12
20,70.0,9100,1,4,3,5,4,1962,51.0,3,3,3,3,1,2,36.0,1,0.0,952.0,988.0,5,0,0,1.0,0.0,1,0,3,1,6,0,1977.0,624.0,3,3,0,0,0,0,0,0,0,7,2006,129500,9,9
90,63.0,8668,1,4,3,5,5,1968,0.0,3,3,3,3,1,1,0.0,1,0.0,1560.0,1560.0,3,0,0,0.0,0.0,2,0,4,2,8,0,1968.0,792.0,3,3,0,0,0,0,0,0,0,5,2007,126000,9,9
20,70.0,11767,1,4,3,5,5,1950,0.0,3,3,2,3,2,3,1078.0,1,0.0,0.0,1078.0,3,0,0,1.0,0.0,1,0,3,1,6,0,1950.0,195.0,3,3,0,41,211,0,0,0,900,6,2009,120000,9,6
20,70.0,8400,1,4,3,7,5,2005,109.0,4,3,4,3,3,6,712.0,1,0.0,761.0,1473.0,5,0,0,1.0,0.0,2,0,3,1,7,0,2004.0,606.0,3,3,0,35,0,144,0,0,0,5,2010,213000,12,12
120,40.0,3874,1,3,3,8,5,1980,0.0,4,3,4,3,4,6,807.0,1,0.0,419.0,1226.0,3,0,0,1.0,0.0,1,0,1,1,4,1,1980.0,484.0,3,3,133,78,0,0,0,0,0,7,2006,190000,12,12
80,93.0,10090,1,3,3,7,5,1999,364.0,3,3,3,3,3,3,242.0,5,483.0,0.0,725.0,3,616,0,0.0,1.0,2,0,4,1,6,2,1963.0,276.0,3,3,460,46,0,0,165,0,0,10,2007,172000,9,9
20,67.0,8877,1,4,2,4,6,1958,0.0,3,3,3,3,2,5,690.0,1,0.0,126.0,816.0,5,0,0,1.0,0.0,1,0,2,1,3,1,1958.0,288.0,2,2,0,0,0,0,0,0,0,5,2009,100000,9,9
20,85.0,11058,1,4,3,7,6,2007,212.0,4,3,4,3,1,6,56.0,1,0.0,1508.0,1564.0,5,0,0,0.0,0.0,2,0,3,1,6,0,2007.0,814.0,3,3,0,24,0,0,0,0,0,2,2008,218836,12,12
190,60.0,10800,1,4,3,6,7,2000,0.0,3,3,2,3,1,1,0.0,1,0.0,482.0,482.0,5,691,0,0.0,0.0,2,0,3,2,7,1,2003.0,672.0,4,3,0,25,212,0,0,0,0,4,2008,163000,9,6
20,59.0,10936,1,3,3,7,5,2006,0.0,4,3,4,3,3,1,0.0,1,0.0,1510.0,1510.0,5,0,0,0.0,0.0,2,1,3,1,6,1,2006.0,534.0,3,3,100,18,0,0,0,0,0,4,2007,206580,12,12
60,65.0,8461,1,4,3,6,5,2006,0.0,4,3,4,3,1,1,0.0,1,0.0,728.0,728.0,5,728,0,0.0,0.0,2,1,3,1,8,1,2005.0,390.0,3,3,0,24,0,0,0,0,0,7,2006,163990,12,12
70,60.0,7518,1,4,3,5,8,2004,0.0,2,4,2,2,1,1,0.0,1,0.0,396.0,396.0,4,665,0,0.0,0.0,1,0,3,1,7,0,2001.0,390.0,3,3,0,72,45,0,0,0,0,7,2006,116500,8,4
120,38.0,4740,1,3,3,8,5,1988,0.0,4,3,4,3,4,6,248.0,1,0.0,918.0,1166.0,4,0,0,1.0,0.0,2,0,2,1,5,0,1988.0,480.0,3,3,0,108,0,0,135,0,0,10,2007,182000,12,12
30,60.0,6978,1,4,3,5,7,1980,0.0,4,4,3,3,1,1,0.0,1,0.0,850.0,850.0,3,0,0,0.0,0.0,1,0,2,1,5,0,1981.0,576.0,3,3,0,0,116,0,0,0,0,4,2007,103000,16,9
20,66.0,9240,1,3,3,6,8,1998,0.0,4,3,3,3,1,5,708.0,1,0.0,280.0,988.0,3,0,0,1.0,0.0,2,0,3,1,6,0,1959.0,297.0,3,3,156,0,0,0,0,0,0,6,2009,149500,12,9
120,24.0,2304,1,4,3,7,7,1978,0.0,3,3,4,3,1,6,632.0,1,6.0,423.0,1061.0,3,0,0,0.0,0.0,2,0,2,1,4,0,1978.0,319.0,3,3,108,32,0,0,0,0,0,4,2007,142500,9,12
30,54.0,7223,1,4,3,5,5,1950,0.0,3,3,3,3,2,4,319.0,1,0.0,971.0,1290.0,3,0,0,0.0,0.0,1,0,3,1,6,0,1973.0,352.0,3,3,0,0,64,0,0,0,0,4,2007,136500,9,9
20,63.0,12680,1,3,3,7,6,1988,102.0,4,3,4,4,2,6,983.0,1,0.0,692.0,1675.0,5,0,0,1.0,0.0,2,0,2,1,6,1,1988.0,528.0,3,3,0,48,0,0,141,0,0,6,2008,226500,12,16
20,85.0,10176,1,4,3,7,5,1990,0.0,3,3,4,3,4,6,637.0,1,0.0,663.0,1300.0,4,0,0,1.0,0.0,1,1,2,1,5,1,1990.0,506.0,3,3,192,0,0,0,0,0,0,2,2010,171500,9,12
80,55.0,10780,1,3,3,5,5,1976,0.0,3,3,3,3,3,5,483.0,1,0.0,428.0,911.0,4,0,0,0.0,0.0,1,0,3,1,6,0,1976.0,576.0,3,3,0,0,0,0,0,0,0,7,2006,132500,9,9
60,79.0,10646,1,3,3,7,5,2001,513.0,3,3,3,3,1,6,681.0,1,0.0,177.0,858.0,5,917,0,1.0,0.0,2,1,3,1,7,1,2001.0,546.0,3,3,0,0,0,0,0,0,0,6,2008,223000,9,9
20,80.0,8400,1,4,3,6,9,2005,237.0,4,4,3,3,1,1,0.0,1,0.0,1319.0,1319.0,3,0,0,1.0,0.0,1,1,3,1,7,1,1962.0,462.0,3,3,0,36,0,0,0,0,0,7,2008,174000,16,9
20,85.0,15428,1,4,3,5,6,1991,0.0,3,3,3,3,1,3,741.0,1,0.0,143.0,884.0,5,0,0,1.0,0.0,1,0,2,1,4,0,1951.0,270.0,3,3,0,0,0,0,195,0,0,6,2006,142000,9,9
20,81.0,11216,1,4,3,8,5,2006,0.0,4,3,4,4,1,1,0.0,1,0.0,1489.0,1489.0,5,0,0,0.0,0.0,2,0,3,1,7,1,2006.0,776.0,3,3,0,140,0,0,0,0,0,6,2006,232600,12,16
20,78.0,10140,1,4,3,6,6,1999,99.0,3,3,3,3,1,5,663.0,2,377.0,0.0,1040.0,2,0,0,1.0,0.0,1,1,3,1,5,1,1974.0,484.0,3,3,265,0,0,0,0,648,0,1,2006,181000,9,9
160,42.0,3964,1,4,3,6,4,1973,0.0,3,3,4,3,1,5,837.0,1,0.0,105.0,942.0,4,1230,0,1.0,0.0,2,1,5,1,10,1,1973.0,576.0,3,3,728,20,0,0,0,0,0,6,2006,151400,9,12
20,98.0,11428,1,3,3,8,5,2006,248.0,4,3,4,3,1,1,0.0,1,0.0,1626.0,1626.0,5,0,0,0.0,0.0,2,0,3,1,7,1,2006.0,866.0,3,3,0,44,0,0,0,0,0,5,2007,250000,12,12
60,80.0,10421,1,4,3,7,5,1988,42.0,3,3,4,3,1,6,394.0,1,0.0,586.0,980.0,3,734,0,0.0,0.0,2,1,3,1,7,1,1988.0,496.0,3,3,228,66,156,0,0,0,500,3,2010,196500,9,12
75,75.0,13500,1,4,3,7,8,1987,0.0,3,4,3,3,1,1,0.0,1,0.0,819.0,819.0,3,1142,0,0.0,0.0,2,0,3,1,8,1,1950.0,576.0,3,3,0,148,150,0,0,0,0,2,2007,185000,12,9
20,75.0,9000,1,4,3,6,5,1969,200.0,3,3,3,3,3,4,955.0,1,0.0,261.0,1216.0,3,0,0,1.0,0.0,1,0,3,1,5,0,1969.0,336.0,3,3,0,0,0,0,0,0,0,8,2009,113000,9,9
20,60.0,8089,1,4,3,8,6,2007,0.0,4,3,4,3,3,6,945.0,1,0.0,474.0,1419.0,5,0,0,1.0,0.0,2,0,2,1,7,1,2007.0,567.0,3,3,140,0,0,0,0,0,0,10,2007,392000,12,12
160,24.0,2117,1,4,3,6,5,2000,216.0,4,3,4,3,1,6,417.0,1,0.0,339.0,756.0,5,804,0,0.0,0.0,2,1,3,1,4,0,2000.0,440.0,3,3,0,32,0,0,0,0,0,9,2007,177000,12,12
60,85.0,10625,1,4,3,6,5,2004,353.0,4,3,4,3,3,1,0.0,1,0.0,1158.0,1158.0,5,1285,0,0.0,0.0,2,1,4,1,9,1,2004.0,744.0,3,3,193,127,0,0,0,0,0,6,2007,265000,12,12
60,106.0,8413,1,3,3,8,5,1998,0.0,4,4,5,3,2,6,901.0,1,0.0,319.0,1220.0,5,1142,0,1.0,0.0,2,1,3,1,8,2,1998.0,1105.0,4,3,147,0,36,0,144,0,0,6,2007,312500,16,15
75,75.0,13500,1,4,3,10,9,2000,0.0,5,5,3,3,1,1,0.0,1,0.0,1237.0,1237.0,4,1254,0,0.0,0.0,3,1,3,1,9,1,1988.0,880.0,4,3,105,502,0,0,0,0,0,7,2008,325000,25,9
60,82.0,9950,1,3,3,7,5,1995,290.0,4,3,4,3,1,6,565.0,1,0.0,638.0,1203.0,5,1306,0,0.0,0.0,2,1,4,1,9,1,1995.0,721.0,3,3,224,114,0,0,0,0,0,6,2007,290000,12,12
20,39.0,15410,1,3,3,6,6,2002,250.0,3,4,3,3,4,4,126.0,6,859.0,223.0,1208.0,5,0,0,1.0,0.0,2,0,3,1,7,2,1974.0,461.0,3,3,296,0,186,0,0,0,0,4,2010,169000,12,9
30,50.0,6000,1,4,3,5,7,1950,0.0,3,3,3,3,1,2,616.0,1,0.0,0.0,616.0,4,0,0,0.0,0.0,1,0,2,1,4,0,1921.0,205.0,3,3,0,0,129,0,0,0,0,6,2006,89000,9,9
60,63.0,8402,1,3,3,6,5,1998,0.0,3,3,4,3,1,1,0.0,1,0.0,789.0,789.0,4,676,0,0.0,0.0,2,1,3,1,7,1,1998.0,393.0,3,3,0,75,0,0,0,0,0,5,2010,180400,9,12
20,70.0,10150,1,4,3,5,5,1958,1.0,3,3,3,3,1,3,456.0,1,0.0,456.0,912.0,5,0,0,0.0,0.0,1,0,2,1,5,0,1958.0,275.0,3,3,0,0,0,0,0,0,0,7,2007,114500,9,9
20,84.0,10084,1,4,3,7,5,2006,196.0,4,3,4,3,3,6,24.0,1,0.0,1528.0,1552.0,5,0,0,0.0,0.0,2,0,3,1,7,0,2005.0,782.0,3,3,144,20,0,0,0,0,0,7,2006,212900,12,12
20,67.0,16285,1,2,3,7,5,2002,0.0,4,3,4,3,1,1,0.0,1,0.0,1413.0,1413.0,5,0,0,0.0,0.0,2,0,3,1,6,0,2001.0,605.0,3,3,0,33,0,0,0,0,0,6,2009,187100,12,12
160,34.0,3230,1,4,3,6,5,1999,1129.0,3,3,4,3,1,6,419.0,1,0.0,310.0,729.0,4,729,0,0.0,0.0,2,1,2,1,5,1,1999.0,440.0,3,3,0,32,0,0,0,0,0,6,2007,176000,9,12
60,64.0,8320,1,4,3,7,5,2004,0.0,4,3,4,3,1,6,490.0,1,0.0,280.0,770.0,5,812,0,0.0,0.0,2,1,3,1,6,0,2004.0,520.0,3,3,0,45,0,0,0,0,0,9,2008,185900,12,12
20,60.0,6960,1,4,3,4,6,1970,0.0,3,3,3,3,1,5,375.0,4,239.0,250.0,864.0,3,0,0,0.0,0.0,1,0,3,1,5,0,1989.0,660.0,3,3,96,0,0,0,0,0,500,11,2009,120500,9,9
60,60.0,21930,1,1,3,5,5,2005,0.0,4,3,4,4,3,1,0.0,1,0.0,732.0,732.0,5,1104,0,0.0,0.0,2,1,4,1,7,1,2005.0,372.0,3,3,100,40,0,0,0,0,0,7,2006,192140,12,16
20,60.0,6600,1,4,3,5,9,2008,0.0,4,4,3,3,1,5,641.0,1,0.0,175.0,816.0,5,0,0,0.0,1.0,1,0,3,1,5,1,1982.0,264.0,3,3,0,0,0,0,0,0,0,10,2008,130500,16,9
20,91.0,11778,1,4,3,9,5,2008,554.0,4,3,4,3,4,6,2085.0,1,0.0,186.0,2271.0,5,0,0,1.0,0.0,2,0,3,1,7,2,2008.0,1348.0,4,3,0,0,70,0,255,0,0,6,2008,475000,12,12
30,60.0,8967,1,4,3,5,2,1950,0.0,3,2,2,1,1,1,0.0,1,0.0,961.0,961.0,4,0,0,0.0,0.0,1,0,2,1,6,0,1920.0,338.0,1,1,0,0,0,0,0,0,0,11,2007,67000,6,2
60,86.0,10562,1,4,3,8,5,2007,300.0,4,3,5,3,1,6,1288.0,1,0.0,294.0,1582.0,5,551,0,1.0,0.0,1,1,3,1,8,1,2007.0,789.0,3,3,178,120,0,0,0,0,0,11,2007,325624,12,15
20,44.0,12864,1,3,3,7,5,2002,0.0,4,3,4,3,1,6,1392.0,1,0.0,17.0,1409.0,5,0,0,1.0,0.0,1,1,1,1,4,1,2002.0,576.0,3,3,0,144,0,0,145,0,0,7,2007,245000,12,12
20,66.0,13695,1,4,3,5,5,2004,0.0,3,3,3,3,1,6,646.0,1,0.0,468.0,1114.0,5,0,0,1.0,0.0,1,1,3,1,6,0,2004.0,576.0,3,3,0,102,0,0,0,0,0,6,2008,159000,9,9
20,79.0,10289,1,4,3,5,7,1965,168.0,3,3,3,3,1,5,836.0,1,0.0,237.0,1073.0,3,0,0,1.0,0.0,1,1,3,1,6,0,1965.0,515.0,3,3,0,0,0,0,0,0,0,6,2007,156000,9,9
20,105.0,15431,1,4,3,10,5,2008,200.0,5,3,5,3,4,6,1767.0,5,539.0,788.0,3094.0,5,0,0,1.0,0.0,2,0,2,1,10,2,2008.0,672.0,3,3,0,72,0,0,170,0,0,4,2009,555000,15,15
90,73.0,9069,1,4,3,6,8,1993,0.0,4,4,4,3,3,2,261.0,6,1083.0,0.0,1344.0,4,0,0,2.0,0.0,2,0,2,2,8,0,1993.0,920.0,3,3,288,0,0,0,0,0,0,4,2006,224500,16,12
60,63.0,7875,1,4,3,7,5,2003,0.0,4,3,4,3,1,1,0.0,1,0.0,783.0,783.0,5,702,0,0.0,0.0,2,1,3,1,8,1,2003.0,393.0,3,3,0,75,0,0,0,0,0,7,2006,180000,12,12
20,60.0,6600,1,4,3,5,6,2005,0.0,3,3,3,3,1,6,638.0,1,0.0,207.0,845.0,4,0,0,0.0,0.0,1,0,3,1,6,0,1982.0,264.0,3,3,0,0,0,0,0,0,0,7,2008,134500,9,9
60,66.0,13682,1,2,3,10,5,2006,1031.0,5,3,5,3,4,1,0.0,1,0.0,1410.0,1410.0,5,1519,0,0.0,0.0,3,1,3,1,10,1,2006.0,641.0,3,3,192,0,37,0,0,0,0,10,2006,438780,15,15
80,101.0,9150,1,3,3,6,5,1962,305.0,3,3,4,3,4,6,371.0,1,0.0,728.0,1099.0,4,0,0,0.0,1.0,1,0,3,1,6,1,1962.0,296.0,3,3,64,110,0,0,0,0,0,12,2008,165000,9,12
20,65.0,7150,1,4,3,5,5,1967,60.0,3,3,3,3,1,4,432.0,1,0.0,460.0,892.0,3,0,0,0.0,0.0,1,0,3,1,5,0,1967.0,288.0,3,3,0,0,0,0,0,0,0,7,2009,100000,9,9
20,102.0,17920,1,4,3,5,4,1974,0.0,3,3,3,3,2,5,306.0,3,1085.0,372.0,1763.0,3,0,0,1.0,0.0,1,1,3,1,6,1,1955.0,454.0,3,3,0,418,0,0,312,0,0,7,2006,170000,9,9
120,53.0,3684,1,4,3,7,5,2007,130.0,4,3,4,3,1,1,0.0,1,0.0,1373.0,1373.0,5,0,0,0.0,0.0,2,0,2,1,7,1,2007.0,660.0,3,3,143,20,0,0,0,0,0,6,2009,174000,12,12
50,62.0,7006,1,4,3,6,6,1950,0.0,3,3,3,3,1,3,121.0,1,0.0,647.0,768.0,3,448,0,1.0,0.0,2,0,3,1,6,1,1985.0,384.0,3,3,0,0,0,0,0,0,0,8,2008,127000,9,9
60,77.0,8390,1,3,3,7,5,1999,0.0,3,3,4,3,1,1,0.0,1,0.0,831.0,831.0,5,778,0,0.0,0.0,2,1,3,1,7,1,1999.0,450.0,3,3,0,103,0,0,0,0,0,5,2008,185900,9,12
30,50.0,5784,1,4,3,5,8,1996,0.0,3,3,2,3,1,1,0.0,1,0.0,190.0,190.0,4,0,0,0.0,0.0,1,0,2,1,4,0,1938.0,273.0,3,3,144,20,80,0,0,0,0,12,2009,91300,9,6
20,70.0,9135,1,4,3,6,5,2003,120.0,4,3,4,3,3,6,340.0,1,0.0,1342.0,1682.0,5,0,0,1.0,0.0,2,0,3,1,7,0,2003.0,544.0,3,3,192,23,0,0,0,0,0,5,2006,200000,12,12
50,78.0,10496,1,4,3,6,6,1950,320.0,3,3,3,3,2,3,196.0,1,0.0,844.0,1040.0,5,678,0,0.0,0.0,2,0,3,1,7,1,1949.0,315.0,3,3,0,0,0,0,0,0,0,1,2007,143000,9,9
20,67.0,8308,1,4,3,4,6,1963,20.0,3,4,3,3,1,4,132.0,2,841.0,115.0,1088.0,3,0,0,0.0,0.0,1,0,2,1,4,0,2002.0,520.0,3,3,0,0,0,0,0,0,0,6,2007,110000,12,9
20,78.0,9317,1,3,3,6,5,2006,0.0,4,3,4,3,1,6,24.0,1,0.0,1290.0,1314.0,4,0,0,0.0,0.0,2,0,3,1,6,1,2006.0,440.0,3,3,0,22,0,0,0,0,0,3,2007,176432,12,12
20,68.0,8814,1,4,3,7,5,2007,80.0,4,3,4,3,1,6,925.0,1,0.0,349.0,1274.0,5,0,0,1.0,0.0,2,0,3,1,6,0,2005.0,508.0,3,3,264,98,0,0,0,0,0,1,2007,203000,12,12
20,83.0,9849,1,4,3,7,6,2007,0.0,4,3,4,3,3,1,0.0,1,0.0,1689.0,1689.0,5,0,0,0.0,0.0,2,0,3,1,7,0,2007.0,954.0,3,3,0,56,0,0,0,0,0,6,2007,248328,12,12
20,79.0,14463,1,3,3,9,5,2008,406.0,5,3,5,3,4,6,1115.0,1,0.0,526.0,1641.0,5,0,0,1.0,0.0,2,0,3,1,7,0,2008.0,885.0,3,3,0,95,0,0,0,0,0,1,2009,316500,15,15
50,50.0,5190,1,4,3,7,5,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,570.0,570.0,3,462,0,0.0,0.0,1,0,2,1,5,1,1948.0,249.0,3,3,135,0,0,0,0,0,0,1,2008,125600,9,9
20,65.0,9750,1,4,3,5,6,1959,164.0,3,3,3,3,1,3,200.0,1,0.0,784.0,984.0,4,0,0,1.0,0.0,1,0,2,1,5,0,1959.0,308.0,3,3,0,0,0,0,0,0,0,6,2008,110000,9,9
30,50.0,6000,1,4,3,4,4,1950,0.0,3,3,3,3,1,5,250.0,1,0.0,710.0,960.0,4,0,0,0.0,0.0,1,0,2,1,5,0,1997.0,308.0,3,3,0,0,168,0,0,0,0,7,2007,108500,9,9
20,66.0,8712,0,4,2,5,5,1952,0.0,2,3,3,3,3,1,0.0,1,0.0,540.0,540.0,3,0,0,0.0,0.0,1,0,2,1,4,0,1952.0,504.0,3,3,0,0,0,0,0,0,54,6,2010,55993,6,9
50,69.0,11851,1,4,3,5,7,2009,0.0,3,4,3,3,1,4,780.0,1,0.0,247.0,1027.0,5,606,0,0.0,0.0,1,0,3,1,7,1,1948.0,240.0,3,3,0,100,126,0,0,0,0,6,2010,129000,12,9
20,54.0,13811,1,3,3,6,6,1987,72.0,3,3,4,4,1,6,980.0,2,40.0,92.0,1112.0,4,0,0,1.0,0.0,2,0,2,1,5,1,1987.0,551.0,3,3,125,0,0,0,0,0,0,7,2006,176000,9,16
20,83.0,10143,1,4,3,6,7,1963,295.0,3,3,3,3,1,3,384.0,1,0.0,996.0,1380.0,2,0,0,0.0,0.0,1,1,3,1,6,0,1963.0,364.0,3,3,0,0,0,0,216,0,0,6,2009,154000,9,9
20,93.0,18265,1,4,3,6,5,1986,228.0,4,4,4,4,3,6,920.0,3,60.0,276.0,1256.0,5,0,0,0.0,0.0,2,0,3,1,6,1,1986.0,578.0,3,3,282,0,0,0,0,0,0,3,2008,180000,16,16
120,44.0,4224,1,4,3,5,5,1976,0.0,3,3,4,3,1,5,874.0,1,0.0,268.0,1142.0,3,0,0,1.0,0.0,1,1,3,1,6,1,1976.0,528.0,3,3,536,90,0,0,0,0,0,8,2007,134000,9,12
20,84.0,12615,1,4,3,6,7,2001,0.0,3,3,3,4,3,5,477.0,1,0.0,725.0,1202.0,3,0,0,1.0,0.0,2,0,4,1,7,1,1950.0,576.0,3,3,0,29,39,0,0,0,0,6,2007,243000,9,12
20,85.0,14536,1,4,3,8,5,2003,236.0,4,3,4,3,3,6,1300.0,1,0.0,316.0,1616.0,5,0,0,1.0,0.0,2,0,3,1,9,1,2002.0,808.0,3,3,0,252,0,0,0,0,0,11,2007,270000,12,12
20,71.0,9187,1,4,3,6,5,1983,0.0,3,4,3,3,1,5,336.0,1,0.0,748.0,1084.0,3,0,0,0.0,0.0,1,1,3,1,5,0,1983.0,484.0,3,3,120,0,158,0,0,0,0,6,2007,134000,12,9
60,90.0,9900,1,4,2,7,5,1993,256.0,4,3,4,3,4,6,987.0,1,0.0,360.0,1347.0,5,1274,0,1.0,0.0,2,1,4,1,9,1,1993.0,656.0,3,3,340,60,144,0,0,0,0,4,2009,260000,12,12
60,64.0,8333,1,4,3,7,5,2006,0.0,4,3,4,3,1,1,0.0,1,0.0,738.0,738.0,4,753,0,0.0,0.0,2,1,3,1,7,1,2006.0,484.0,3,3,100,30,0,0,0,0,0,5,2007,168675,12,12
60,79.0,11646,1,3,3,6,5,2006,0.0,4,3,4,3,3,1,0.0,1,0.0,704.0,704.0,5,718,0,0.0,0.0,2,1,3,1,7,1,2005.0,440.0,3,3,36,28,0,0,0,0,0,7,2009,173000,12,12
20,60.0,7200,1,4,3,7,5,2006,0.0,4,3,4,4,1,1,0.0,1,0.0,1293.0,1293.0,5,0,0,1.0,0.0,2,0,2,1,5,1,2006.0,572.0,3,3,216,121,0,0,0,0,0,8,2006,187750,12,16
60,46.0,20544,1,3,3,7,6,1991,123.0,3,4,4,3,1,1,0.0,1,0.0,791.0,791.0,4,857,0,0.0,0.0,2,1,3,1,7,1,1986.0,542.0,3,3,364,63,0,0,0,0,0,11,2008,215000,12,12
